HSCode,Country,Y1920P
76020010,Finland,8622.98
76042910,Finland,1.35
76042990,Finland,0.91
76051999,Finland,0.19
76061190,Finland,0
76061200,Finland,29.22
76071190,Finland,0.06
76071999,Finland,0
76072010,Finland,0
76072090,Finland,5.13
76081000,Finland,1.98
76090000,Finland,0.02
76101000,Finland,0.21
76109090,Finland,0.42
76129090,Finland,0
76151090,Finland,2.63
76161000,Finland,0.13
76169910,Finland,3.24
76169990,Finland,306.16
78019990,Finland,1.9
78020010,Finland,366.89
78020090,Finland,146.92
79020010,Finland,291.6
79031000,Finland,0
79040030,Finland,22.22
79070010,Finland,0
79070090,Finland,2.89
81019990,Finland,0
81052030,Finland,1047.89
81083000,Finland,27.77
82021090,Finland,0.03
82023100,Finland,0
82023900,Finland,0
82029990,Finland,0.36
82031000,Finland,0.03
82032000,Finland,9.35
82034090,Finland,0.08
82041110,Finland,4.06
82041120,Finland,32.13
82041210,Finland,4.49
82041220,Finland,1.13
82042000,Finland,0.61
82051000,Finland,0.27
82052000,Finland,0.14
82053000,Finland,1.9
82054000,Finland,1.53
82055190,Finland,0.04
82055910,Finland,0.08
82055930,Finland,0.74
82055990,Finland,7.07
82057000,Finland,17.09
82059090,Finland,0.74
82060090,Finland,2.61
82071300,Finland,42.08
82073000,Finland,1.33
82074010,Finland,1.84
82074090,Finland,29.36
82075000,Finland,1.35
82076090,Finland,0
82077090,Finland,0.97
82079010,Finland,6.39
82079030,Finland,0
82079090,Finland,168.1
82081000,Finland,0
82082000,Finland,22.8
82089010,Finland,19.89
82089090,Finland,14.18
82119200,Finland,1.61
82119310,Finland,0
82119390,Finland,1.11
82119400,Finland,0.04
82130000,Finland,1.1
83011000,Finland,563.74
83012000,Finland,0
83013000,Finland,3.95
83014010,Finland,85.39
83014090,Finland,1272.97
83016000,Finland,33.18
83017000,Finland,577.48
83021010,Finland,0.02
83021090,Finland,2.79
83022000,Finland,2.3
83023090,Finland,3.4
83024110,Finland,41.62
83024190,Finland,0.02
83024200,Finland,2.1
83024900,Finland,18.92
83025000,Finland,0.9
83062990,Finland,0
83071000,Finland,11.03
83079000,Finland,0
83081021,Finland,0.26
83081029,Finland,2.59
83082000,Finland,0.78
83089019,Finland,156.13
83089099,Finland,0.32
83091000,Finland,27.47
83099030,Finland,2.62
83099090,Finland,5.04
83100010,Finland,0
83100090,Finland,0
83113090,Finland,0
83119000,Finland,102.33
84029090,Finland,153.67
84041000,Finland,4.41
84049000,Finland,0
84069000,Finland,4.98
84089090,Finland,30.94
84099112,Finland,31.68
84099911,Finland,0.08
84099912,Finland,0
84099913,Finland,0.71
84099990,Finland,7.23
84119100,Finland,0
84121000,Finland,0
84122100,Finland,22.14
84122990,Finland,147.08
84123100,Finland,34.5
84123900,Finland,522.19
84128019,Finland,3.52
84128090,Finland,1.99
84129090,Finland,461.65
84131199,Finland,0
84131910,Finland,0.86
84131990,Finland,2.92
84132000,Finland,15.56
84133010,Finland,0
84133020,Finland,2.77
84133090,Finland,19.74
84134000,Finland,61.67
84135090,Finland,35.52
84136010,Finland,6.01
84136020,Finland,93.34
84136090,Finland,44.48
84137010,Finland,0
84137091,Finland,978.91
84137099,Finland,306.33
84138110,Finland,0
84138120,Finland,0
84138130,Finland,0
84138190,Finland,68.84
84139110,Finland,79.52
84139120,Finland,11.28
84139190,Finland,306.66
84141000,Finland,4.63
84142010,Finland,0
84142020,Finland,0
84142090,Finland,26.09
84143000,Finland,19.74
84144090,Finland,0
84145190,Finland,15.59
84145910,Finland,46.17
84145920,Finland,0.58
84145930,Finland,11.38
84145990,Finland,413.68
84148019,Finland,0
84148030,Finland,40.8
84148090,Finland,41.7
84149011,Finland,0
84149019,Finland,26.41
84149030,Finland,90.45
84149040,Finland,0
84149090,Finland,348.7
84151010,Finland,0
84151090,Finland,0
84152090,Finland,0
84158390,Finland,2.68
84159000,Finland,3.12
84161000,Finland,125.83
84162000,Finland,868.69
84163000,Finland,300.37
84169000,Finland,52.58
84179000,Finland,42.94
84184090,Finland,0
84186990,Finland,3.56
84189900,Finland,0
84191920,Finland,0
84192090,Finland,0
84193900,Finland,9.01
84195010,Finland,1.73
84195090,Finland,1660.77
84198120,Finland,8.2
84198190,Finland,1.96
84198990,Finland,347.09
84199010,Finland,0.94
84199090,Finland,1198.15
84209100,Finland,0.61
84209900,Finland,0.22
84211100,Finland,1.39
84211200,Finland,1.23
84211920,Finland,0.77
84211999,Finland,83.41
84212190,Finland,18.66
84212300,Finland,8.13
84212900,Finland,124.92
84213100,Finland,15.71
84213910,Finland,18.74
84213920,Finland,32.67
84213990,Finland,2200.45
84219100,Finland,0.24
84219900,Finland,1319.52
84221900,Finland,3.01
84222000,Finland,2.31
84223000,Finland,0
84224000,Finland,234.41
84229010,Finland,0
84229090,Finland,119.29
84239010,Finland,4.36
84239020,Finland,0
84242000,Finland,33.5
84243000,Finland,16.35
84248920,Finland,6.16
84248990,Finland,0.06
84249000,Finland,7.89
84251110,Finland,193.51
84251120,Finland,1.84
84251910,Finland,0
84251920,Finland,8.61
84253100,Finland,7.68
84254900,Finland,21.16
84264100,Finland,0
84272000,Finland,289.6
84279000,Finland,4.65
84281011,Finland,6243.84
84281019,Finland,0
84282011,Finland,0
84282019,Finland,24.46
84283100,Finland,3197.5
84283900,Finland,0
84284000,Finland,275.88
84289090,Finland,737.84
84301010,Finland,780.17
84303120,Finland,831.72
84303190,Finland,1270.5
84303900,Finland,42.53
84304120,Finland,0
84304130,Finland,6379.7
84304190,Finland,126.68
84304900,Finland,5.76
84305010,Finland,1237.64
84305090,Finland,616.24
84306900,Finland,1803.74
84311010,Finland,1.07
84311090,Finland,0.78
84312090,Finland,24.63
84313100,Finland,361.79
84313910,Finland,2.95
84313990,Finland,201.43
84314100,Finland,1.6
84314200,Finland,97.8
84314390,Finland,419.58
84314920,Finland,5.45
84314930,Finland,88.72
84314990,Finland,2162.35
84328090,Finland,0
84334000,Finland,0
84339000,Finland,0.08
84349010,Finland,1.09
84349020,Finland,10.18
84382000,Finland,51.97
84388090,Finland,269.94
84389090,Finland,24.26
84391000,Finland,430.15
84392000,Finland,258.96
84393090,Finland,3.16
84399100,Finland,303.08
84399900,Finland,1607.57
84401090,Finland,6.81
84411010,Finland,0
84411090,Finland,29.93
84414000,Finland,0
84418000,Finland,0
84419000,Finland,68.42
84423090,Finland,5.66
84431300,Finland,34.67
84431990,Finland,0
84433210,Finland,0.5
84433290,Finland,2.59
84433990,Finland,0.65
84439100,Finland,5.1
84439990,Finland,1.81
84484990,Finland,0
84513090,Finland,2.99
84519000,Finland,4.01
84559000,Finland,62.75
84561100,Finland,0
84571020,Finland,9.05
84589959,Finland,0
84589990,Finland,10.06
84592990,Finland,210.17
84594990,Finland,53.49
84595990,Finland,5.49
84596990,Finland,0
84602910,Finland,8.58
84602990,Finland,12.27
84603990,Finland,8.86
84612019,Finland,0.58
84614024,Finland,2.18
84614029,Finland,3.93
84619000,Finland,8.76
84622100,Finland,0
84622990,Finland,17.26
84624100,Finland,382.85
84624910,Finland,105.01
84624990,Finland,0
84629110,Finland,20.5
84629190,Finland,28.62
84629990,Finland,1.11
84639090,Finland,95.35
84649000,Finland,25.87
84659200,Finland,12.09
84663020,Finland,17.32
84663090,Finland,45.35
84669100,Finland,9.41
84669200,Finland,5.81
84669310,Finland,16.68
84669390,Finland,62.5
84669400,Finland,112.74
84671110,Finland,53.27
84671120,Finland,0
84671900,Finland,29.85
84672100,Finland,4.39
84672200,Finland,1.12
84672900,Finland,5.87
84678990,Finland,141.41
84679200,Finland,18.92
84679900,Finland,67.84
84688000,Finland,1.89
84709010,Finland,0
84713010,Finland,418.47
84713090,Finland,72.35
84714190,Finland,21.97
84714900,Finland,34.91
84715000,Finland,1487.4
84716024,Finland,0
84716040,Finland,0
84716050,Finland,1.1
84716060,Finland,0
84716090,Finland,2.5
84717020,Finland,15.7
84717030,Finland,0.04
84717050,Finland,0.05
84717090,Finland,139.69
84718000,Finland,222.33
84719000,Finland,17.43
84729010,Finland,0
84729099,Finland,0.05
84733010,Finland,0.74
84733020,Finland,121.92
84733030,Finland,0.08
84733099,Finland,20.5
84734090,Finland,2.3
84735000,Finland,0
84741090,Finland,1027.01
84742010,Finland,303.49
84742090,Finland,0
84743110,Finland,14.88
84743900,Finland,0
84748010,Finland,0
84748090,Finland,481.75
84749000,Finland,1947.67
84752100,Finland,0
84752900,Finland,153.44
84759000,Finland,39.52
84778010,Finland,6234.33
84778090,Finland,42.7
84779000,Finland,27.02
84791000,Finland,4402.68
84794000,Finland,1226.34
84795000,Finland,0
84796000,Finland,0
84797900,Finland,0
84798200,Finland,9.86
84798910,Finland,0
84798970,Finland,7.87
84798992,Finland,0
84798999,Finland,321.84
84799010,Finland,3.94
84799040,Finland,182.37
84799090,Finland,1402.19
84811000,Finland,6.55
84812000,Finland,30.4
84813000,Finland,33.55
84814000,Finland,31.6
84818010,Finland,1
84818030,Finland,7.95
84818049,Finland,35.41
84818050,Finland,0.3
84818090,Finland,4184.51
84819010,Finland,0
84819090,Finland,1078.69
84821011,Finland,0.51
84821030,Finland,0
84821090,Finland,34.21
84822011,Finland,0.08
84822013,Finland,0
84822090,Finland,1.33
84823000,Finland,38.81
84824000,Finland,0
84825013,Finland,0
84825023,Finland,0.26
84828000,Finland,124.29
84829119,Finland,0.09
84829130,Finland,1.16
84829900,Finland,12.72
84831010,Finland,0.44
84831092,Finland,0
84831099,Finland,149.07
84832000,Finland,18.43
84833000,Finland,89.19
84834000,Finland,357.9
84835010,Finland,6.69
84835090,Finland,460.06
84836010,Finland,1.13
84836020,Finland,1
84836090,Finland,83.01
84839000,Finland,200.69
84841010,Finland,0.7
84841090,Finland,5.41
84842000,Finland,27.11
84849000,Finland,58.5
84869000,Finland,8.27
84871000,Finland,6.34
84879000,Finland,229.28
85011019,Finland,21.33
85011020,Finland,0
85012000,Finland,5.72
85013119,Finland,63.76
85013210,Finland,0.45
85013310,Finland,0
85014090,Finland,39.01
85015110,Finland,0
85015190,Finland,10.54
85015210,Finland,117.29
85015220,Finland,22.54
85015290,Finland,571.98
85015310,Finland,71.95
85015390,Finland,739.05
85021350,Finland,0
85023990,Finland,14.15
85030010,Finland,1.49
85030021,Finland,1.7
85030029,Finland,215.74
85030090,Finland,3657.06
85041010,Finland,0
85041020,Finland,1.03
85041090,Finland,46.38
85043100,Finland,205.39
85043200,Finland,5.04
85043300,Finland,90.67
85043400,Finland,87.35
85044010,Finland,14287.78
85044029,Finland,3.28
85044030,Finland,25.52
85044040,Finland,0
85044090,Finland,3217.36
85045010,Finland,288.28
85045090,Finland,6195.75
85049010,Finland,3.33
85049090,Finland,4430.43
85051110,Finland,55.29
85051190,Finland,113.37
85051900,Finland,1.08
85052000,Finland,21.07
85059000,Finland,15.52
85065000,Finland,0
85068090,Finland,2.76
85069000,Finland,0
85074000,Finland,0
85075000,Finland,7.47
85076000,Finland,14.56
85078000,Finland,0
85079090,Finland,0.25
85081100,Finland,27.55
85081900,Finland,44.08
85086000,Finland,33.26
85087000,Finland,24.9
85099000,Finland,0.08
85111000,Finland,0
85112090,Finland,0
85113020,Finland,0
85114000,Finland,3.06
85115000,Finland,0
85118000,Finland,10.6
85119000,Finland,0
85122010,Finland,27.32
85122020,Finland,8.62
85122090,Finland,57.11
85123090,Finland,7.65
85129000,Finland,18.36
85131090,Finland,0.6
85139000,Finland,0.04
85141000,Finland,0.09
85144000,Finland,0
85149000,Finland,0
85151100,Finland,0.73
85151900,Finland,74.57
85152110,Finland,0.38
85153100,Finland,1109.93
85153990,Finland,4.06
85159000,Finland,385.99
85161000,Finland,0
85162900,Finland,0.05
85167990,Finland,5.95
85168000,Finland,381.86
85169000,Finland,1.15
85171290,Finland,1.64
85176100,Finland,0.04
85176220,Finland,0
85176230,Finland,4.34
85176240,Finland,0.2
85176260,Finland,0
85176270,Finland,0.45
85176290,Finland,6307.36
85176930,Finland,2068.96
85176990,Finland,374.71
85177010,Finland,284.82
85177090,Finland,2005.54
85181000,Finland,0
85182100,Finland,24.95
85182200,Finland,211.12
85182900,Finland,1.57
85183000,Finland,0.06
85184000,Finland,2.93
85185000,Finland,0.16
85189000,Finland,4.15
85198100,Finland,0
85211099,Finland,0
85219090,Finland,0
85234110,Finland,21.37
85234160,Finland,0
85234190,Finland,0
85234910,Finland,0.4
85234920,Finland,1.36
85234950,Finland,109
85234990,Finland,17.96
85235100,Finland,34.75
85235210,Finland,0.02
85235220,Finland,0
85235290,Finland,0
85235990,Finland,34.75
85238020,Finland,7803.34
85238090,Finland,701.54
85256019,Finland,0.61
85256099,Finland,9.95
85258010,Finland,6.07
85258020,Finland,0.97
85258030,Finland,1.03
85258090,Finland,9.64
85269120,Finland,12.34
85269190,Finland,2.62
85269200,Finland,29.91
85284900,Finland,0
85285200,Finland,17.73
85285900,Finland,28.49
85286900,Finland,0.14
85287219,Finland,0
85287390,Finland,1.5
85291019,Finland,8.7
85291029,Finland,2.3
85291099,Finland,25.83
85299090,Finland,394.86
85308000,Finland,2.36
85309000,Finland,1.62
85311090,Finland,6.01
85312000,Finland,17.57
85318000,Finland,18.57
85319000,Finland,13.95
85321000,Finland,0.07
85322100,Finland,1.4
85322200,Finland,114.79
85322400,Finland,264.51
85322500,Finland,10.33
85322990,Finland,666.75
85329000,Finland,0
85331000,Finland,0
85332111,Finland,0.04
85332119,Finland,127.68
85332129,Finland,0.14
85332911,Finland,1.58
85332919,Finland,0.4
85332921,Finland,3.32
85332929,Finland,43.08
85333110,Finland,0.14
85333190,Finland,0
85333990,Finland,0.29
85334010,Finland,1.6
85334030,Finland,18.64
85334090,Finland,0.2
85339000,Finland,0.63
85340000,Finland,233.27
85352919,Finland,0
85352929,Finland,0
85353090,Finland,1.57
85354010,Finland,0
85354030,Finland,2.94
85359090,Finland,68.38
85361010,Finland,1.78
85361020,Finland,2.66
85361050,Finland,0.08
85361060,Finland,0
85361090,Finland,150.44
85362010,Finland,1.43
85362030,Finland,0.22
85362090,Finland,19.6
85363000,Finland,223.2
85364100,Finland,9.29
85364900,Finland,2846.24
85365010,Finland,6.78
85365020,Finland,1.21
85365090,Finland,1671.21
85366110,Finland,0.21
85366190,Finland,0.08
85366910,Finland,425.88
85366990,Finland,1049.34
85367000,Finland,13.51
85369010,Finland,18.08
85369020,Finland,0
85369030,Finland,1.13
85369090,Finland,756.26
85371000,Finland,1054.84
85372000,Finland,0
85381010,Finland,491.45
85381090,Finland,58.92
85389000,Finland,1238.48
85391000,Finland,0
85392120,Finland,0
85392190,Finland,0.35
85392200,Finland,0.04
85392990,Finland,0.51
85393190,Finland,0
85393990,Finland,0
85394900,Finland,16.36
85395000,Finland,0.02
85399090,Finland,0.72
85407100,Finland,2.06
85411000,Finland,95.77
85412100,Finland,9.24
85412900,Finland,825.08
85413010,Finland,257.53
85413090,Finland,358.98
85414011,Finland,3.31
85414020,Finland,8.49
85414090,Finland,21.03
85416000,Finland,143.02
85423100,Finland,22211.3
85423200,Finland,439.48
85423300,Finland,149.92
85423900,Finland,1508.4
85432090,Finland,9.79
85433000,Finland,4.6
85437019,Finland,21.3
85437029,Finland,0.26
85437049,Finland,0
85437091,Finland,11.25
85437094,Finland,0
85437099,Finland,1390.22
85439000,Finland,97.98
85441110,Finland,60.44
85441190,Finland,0.03
85441990,Finland,171.36
85442010,Finland,20.35
85442090,Finland,30.71
85443000,Finland,0.07
85444210,Finland,4.9
85444220,Finland,117.51
85444230,Finland,0
85444290,Finland,43.56
85444292,Finland,2.85
85444299,Finland,356.17
85444920,Finland,1.01
85444930,Finland,0.04
85444993,Finland,0
85444999,Finland,42.78
85446020,Finland,0.19
85446030,Finland,1.06
85446090,Finland,38.1
85447090,Finland,25.73
85451100,Finland,0
85452000,Finland,4.3
85459090,Finland,10.09
85462090,Finland,10.47
85469010,Finland,6.42
85469090,Finland,161.54
85471090,Finland,0.17
85472000,Finland,63.34
85479090,Finland,49.73
85481010,Finland,544.99
85489000,Finland,19.43
86050000,Finland,0
86073010,Finland,4.14
86079930,Finland,3.35
86079990,Finland,0
86080040,Finland,0
86090000,Finland,13.56
87019100,Finland,9.64
87019300,Finland,7.12
87021028,Finland,1083.37
87021029,Finland,650.97
87041090,Finland,1708.05
87042290,Finland,7361.71
87053000,Finland,1414.58
87071000,Finland,10.46
87081090,Finland,0
87082100,Finland,1.96
87082900,Finland,11.22
87083000,Finland,6.43
87084000,Finland,0
87085000,Finland,24.54
87088000,Finland,3
87089100,Finland,7.23
87089200,Finland,8.75
87089300,Finland,0.27
87089900,Finland,305.28
87149990,Finland,0.88
87168010,Finland,4.48
87168090,Finland,0.61
87169090,Finland,86.47
88024000,Finland,0
89080000,Finland,0
90011000,Finland,3.82
90019010,Finland,0.02
90019090,Finland,3.28
90021100,Finland,0.64
90021900,Finland,2.01
90022000,Finland,0.05
90029000,Finland,30.93
90031100,Finland,60.92
90031900,Finland,44.2
90041000,Finland,0.29
90058090,Finland,0
90069900,Finland,0.38
90071090,Finland,0
90085040,Finland,0
90106000,Finland,0
90119000,Finland,0
90121090,Finland,0
90131090,Finland,0
90132000,Finland,221.69
90138010,Finland,0
90138090,Finland,44.41
90139090,Finland,21.14
90141000,Finland,12.88
90148090,Finland,23.43
90149000,Finland,149.56
90151000,Finland,143.41
90153090,Finland,0.02
90158020,Finland,74.68
90158030,Finland,5.04
90158090,Finland,156.43
90159000,Finland,32.05
90171000,Finland,0.56
90173010,Finland,0.29
90173021,Finland,1.62
90173029,Finland,0.31
90178090,Finland,8.62
90181100,Finland,29.6
90181290,Finland,0
90181910,Finland,78.53
90181990,Finland,817.91
90183100,Finland,1.72
90183210,Finland,0.3
90183290,Finland,0
90183930,Finland,0
90183990,Finland,78.32
90184100,Finland,20.22
90184900,Finland,346.7
90185010,Finland,0
90185020,Finland,288.94
90185090,Finland,15.95
90189011,Finland,2.84
90189019,Finland,55.7
90189029,Finland,0.74
90189041,Finland,19.16
90189043,Finland,0.81
90189094,Finland,2.5
90189099,Finland,7.49
90191090,Finland,0
90192090,Finland,4.8
90211000,Finland,26.49
90212900,Finland,0
90219090,Finland,11.54
90221300,Finland,1431.13
90221410,Finland,6.73
90221420,Finland,0
90221490,Finland,68.28
90221900,Finland,0
90222100,Finland,4.12
90222900,Finland,2.71
90223000,Finland,2.22
90229020,Finland,2.14
90229090,Finland,207.72
90230010,Finland,104.39
90230090,Finland,119
90241000,Finland,146.02
90248010,Finland,97.34
90248099,Finland,100.28
90249000,Finland,68.12
90251190,Finland,0
90251910,Finland,0.09
90251920,Finland,10.26
90251990,Finland,17.33
90258020,Finland,1.23
90258090,Finland,280.24
90259000,Finland,96.34
90261010,Finland,61.47
90261020,Finland,0.89
90261090,Finland,121.83
90262000,Finland,23.5
90268010,Finland,0
90268090,Finland,53.9
90269000,Finland,17.34
90271000,Finland,156.46
90273010,Finland,12.58
90273020,Finland,18.88
90273090,Finland,319.16
90275010,Finland,0
90275020,Finland,11.68
90275090,Finland,546.8
90278020,Finland,0
90278030,Finland,12.88
90278090,Finland,616.8
90279010,Finland,4.11
90279090,Finland,191.45
90289090,Finland,3.67
90291090,Finland,1.43
90292010,Finland,0
90292090,Finland,54.63
90301000,Finland,66.22
90303100,Finland,3.93
90303320,Finland,3.49
90303330,Finland,0
90303390,Finland,3.31
90303900,Finland,0.45
90304000,Finland,441.72
90308990,Finland,245.09
90309010,Finland,1.08
90309090,Finland,184.32
90311000,Finland,34.47
90314900,Finland,56.44
90318000,Finland,1201.83
90319000,Finland,268.71
90321010,Finland,1.32
90321090,Finland,9.37
90322090,Finland,33.22
90328100,Finland,971.02
90328910,Finland,0.12
90328990,Finland,1702.68
90329000,Finland,464.61
90330000,Finland,224.7
91011100,Finland,0
91029990,Finland,1.12
91061000,Finland,0.06
91149091,Finland,0.77
93063000,Finland,134.58
93069000,Finland,0
94011000,Finland,0
94012000,Finland,2.7
94013000,Finland,5.47
94016100,Finland,26.41
94018000,Finland,0
94021090,Finland,3.63
94029090,Finland,35.38
94031090,Finland,2
94032090,Finland,11.32
94033010,Finland,9.99
94033090,Finland,660.91
94036000,Finland,3.65
94037000,Finland,0
94038900,Finland,242.07
94039000,Finland,6.51
94051090,Finland,22.84
94052090,Finland,25.11
94054010,Finland,0
94054090,Finland,363.14
94056010,Finland,45.81
94056090,Finland,0.03
94059200,Finland,2.26
94059900,Finland,298.51
94061090,Finland,154.74
95030090,Finland,0
95045000,Finland,0
95049090,Finland,0
95069190,Finland,0
96035000,Finland,1.85
96039000,Finland,0.04
96050090,Finland,0.8
96071110,Finland,31.42
96081019,Finland,0.04
96083029,Finland,0.3
96083099,Finland,0
96089990,Finland,0.19
96121020,Finland,0.15
96121090,Finland,13.35
96170019,Finland,0
96200000,Finland,0
97030010,Finland,0
98010012,Finland,14493.97
98010013,Finland,4.47
98010015,Finland,255.2
98010019,Finland,5925.4
98010020,Finland,197.79
98010030,Finland,190.3
98049000,Finland,0
98059000,Finland,0
99930010,Finland,0.03
99930020,Finland,44.66
99930090,Finland,0.54
28043000,FR Guiana,77.26
28251090,FR Guiana,55.84
39205119,FR Guiana,16.27
63109040,FR Guiana,11.31
70109000,FR Guiana,0
72044900,FR Guiana,61.23
73269099,FR Guiana,13.92
82055190,FR Guiana,18.5
84663020,FR Guiana,999.88
86090000,FR Guiana,733.5
88039000,FR Guiana,29.5
5080050,FR Polynesia,0
40169980,FR Polynesia,15.12
85176290,FR Polynesia,0
85311090,FR Polynesia,6.26
94039000,FR Polynesia,16.63
1012910,France,0
1012990,France,0
1019090,France,0
1029090,France,0
1051100,France,814.6
1061900,France,16.87
1069000,France,0
2032200,France,0
2032900,France,0
3035400,France,0
3038990,France,0
3061790,France,34.26
3074310,France,0
3074320,France,0
3075200,France,0
4015000,France,436.33
4021010,France,1073.51
4031000,France,0
4041020,France,7162.05
4041090,France,0
4051000,France,113.43
4059010,France,2.89
4061000,France,0
4063000,France,0
4069000,France,370.2
4090000,France,37.04
5061019,France,82.89
5069019,France,0
5080010,France,14.82
6021000,France,0.59
6022090,France,56.03
6029010,France,4.41
6029030,France,0
6049000,France,6.41
7108090,France,1.33
7123900,France,0
7129090,France,0.63
8013220,France,126.05
8023200,France,0
8081000,France,2239.29
8094000,France,12.72
8111010,France,9.11
8111090,France,0
8112090,France,0
8119090,France,2.17
8132000,France,36.41
9022010,France,0
9041160,France,0
9041190,France,0
9042219,France,0
9042229,France,9.23
9061110,France,0
9071020,France,47.39
9081200,France,2.48
9092110,France,259.78
9102090,France,0
9103020,France,0
9109100,France,0.06
9109911,France,0
9109912,France,41.34
9109913,France,1.25
9109927,France,0
10039000,France,16065.82
10051000,France,0.02
11010000,France,12.34
11022000,France,3.59
11029090,France,20.1
11031120,France,0
11063090,France,0
11071000,France,0
11072000,France,250.08
11081100,France,281.42
11081200,France,1310.67
11081300,France,319.13
11081990,France,4.45
11090000,France,0.18
12074090,France,77.39
12092990,France,443.19
12093000,France,0
12099110,France,266.34
12099120,France,881.77
12099130,France,0.01
12099160,France,145.29
12099170,France,352.8
12099190,France,3355.69
12099910,France,0.92
12099990,France,0.21
12102000,France,3.01
12119011,France,17.39
12119019,France,0
12119021,France,16.56
12119022,France,0
12119029,France,2.87
12119032,France,15.97
12119049,France,83.12
12119099,France,16.74
12122990,France,86.06
12129990,France,0
13012000,France,1097.94
13019016,France,0.67
13019018,France,1.85
13019019,France,49.12
13019039,France,356.07
13019049,France,1.86
13019099,France,5.36
13021200,France,0.62
13021300,France,0.05
13021911,France,0.01
13021914,France,0.09
13021918,France,0
13021919,France,572.76
13021930,France,31.36
13021990,France,2220.12
13022000,France,0.46
13023230,France,36.03
13023240,France,18.43
13023290,France,221.78
13023900,France,25.33
14049090,France,0.01
15041010,France,112.85
15050090,France,32.98
15079010,France,1.36
15079090,France,39.26
15089099,France,0.77
15091000,France,5.03
15099010,France,0
15099090,France,0.95
15119090,France,1
15121910,France,0.01
15121920,France,1.91
15121990,France,0.05
15131900,France,0
15141990,France,5.11
15152990,France,5.48
15153090,France,0.01
15155099,France,23.3
15159020,France,0
15159040,France,1.19
15159091,France,91.3
15159099,France,114.4
15162039,France,0
15162091,France,0.03
15162099,France,247.34
15179090,France,0.15
15180039,France,329.5
15200000,France,371.72
15211019,France,3.86
15211090,France,289.18
15219010,France,52.6
15219090,France,41.33
16024100,France,1.77
16024900,France,4.51
16052100,France,89.17
16056900,France,7.61
17011390,France,0.06
17019990,France,146.76
17021110,France,206.39
17021190,France,407.03
17021910,France,170.31
17021990,France,917.81
17022090,France,30.95
17023010,France,0.08
17023020,France,0.27
17023039,France,169.87
17024020,France,0
17024039,France,20.48
17025000,France,0
17026090,France,4.1
17029040,France,3.74
17029090,France,192.79
17049010,France,0.01
17049030,France,0.02
17049090,France,1.03
18010000,France,1.51
18031000,France,0.02
18040000,France,26.49
18050000,France,0.17
18062000,France,29.52
18063100,France,0
18063200,France,1.33
18069010,France,0
18069090,France,86.7
19012000,France,0
19019010,France,62.51
19019090,France,131.71
19023090,France,0
19024010,France,5.86
19024090,France,3.4
19041010,France,0.01
19041090,France,0.02
19042000,France,0.75
19043000,France,2.02
19049000,France,0.05
19053211,France,0.14
19053219,France,0
19053290,France,0.34
19059010,France,63.42
19059020,France,0.61
19059090,France,225.96
20029000,France,0
20039010,France,0.72
20039090,France,7
20052000,France,1.83
20055100,France,0.95
20058000,France,1.06
20059900,France,108.73
20060000,France,0
20071000,France,0
20079100,France,17.12
20079910,France,0
20079940,France,0
20079990,France,298.59
20081930,France,0.06
20081990,France,245.12
20084000,France,1.3
20085000,France,1.53
20086000,France,170.09
20087000,France,1.72
20088000,France,1.75
20089700,France,0
20089911,France,1.16
20089912,France,0.01
20089919,France,0.53
20089993,France,0
20089994,France,1.05
20089999,France,38.2
20091100,France,2.75
20091900,France,0.57
20093100,France,0
20093900,France,18.96
20094900,France,0
20097900,France,0.19
20098100,France,0.02
20098990,France,23.98
20099000,France,0.58
21011110,France,0.44
21011130,France,0
21011190,France,0.45
21011200,France,9.21
21012020,France,1.08
21012090,France,50.21
21021010,France,1.96
21021020,France,0.38
21021090,France,226.32
21022000,France,36.22
21032000,France,0
21033000,France,46.24
21039090,France,2.05
21041090,France,3
21042000,France,0.9
21050000,France,405.59
21061000,France,1.48
21069011,France,29.74
21069019,France,6.83
21069040,France,0
21069060,France,21.6
21069080,France,0
21069092,France,0.49
21069099,France,139.1
22011010,France,42.56
22011020,France,13.2
22019090,France,1.27
22021090,France,6.26
22029100,France,0.23
22029910,France,0.14
22029920,France,35.88
22029930,France,0
22029990,France,0.28
22030000,France,2.07
22041000,France,1357.51
22042110,France,350.79
22042120,France,98.02
22042190,France,308.36
22042210,France,13.71
22042220,France,0
22042910,France,36.24
22042920,France,0
22042990,France,489.28
22051000,France,0
22059000,France,0
22071019,France,1.58
22071090,France,0
22072000,France,0.05
22082011,France,1561.68
22082012,France,4.8
22082019,France,816.96
22082091,France,665.71
22082092,France,7.38
22082099,France,573.53
22083011,France,13.17
22083012,France,755.91
22083013,France,93.05
22083019,France,79.13
22083092,France,8.93
22083099,France,97.25
22084011,France,15.39
22084012,France,1.85
22084091,France,17.49
22085011,France,113.77
22085013,France,742.26
22085091,France,151.41
22086093,France,183.58
22087011,France,1881.54
22087091,France,0.56
22089011,France,586.31
22089091,France,0
22089099,France,466.57
22090010,France,0
22090090,France,165.3
23025000,France,8.5
23031000,France,62.02
23040090,France,0
23063090,France,0
23080000,France,4.33
23091000,France,5525.18
23099010,France,316.26
23099020,France,0.02
23099031,France,272.45
23099039,France,0
23099090,France,3180.23
24039100,France,853.46
24039970,France,0
25010010,France,0.93
25010090,France,21.7
25030010,France,0.08
25030090,France,0.44
25041010,France,18.06
25041090,France,0
25051019,France,12.6
25059000,France,6.54
25062090,France,0.16
