HSCode,Country,Y1920P
27101990,Singapore,17706.48
27102000,Singapore,0.2
27109900,Singapore,115.68
27111100,Singapore,0
27111200,Singapore,77696.39
27111300,Singapore,76738.86
27111900,Singapore,0.45
27121090,Singapore,0.45
27122000,Singapore,364.18
27129010,Singapore,473.4
27129030,Singapore,62.27
27129040,Singapore,14.12
27129090,Singapore,1375.9
27131100,Singapore,5186.15
27131200,Singapore,1546.07
27132000,Singapore,120.86
27139000,Singapore,0
27149030,Singapore,0
27149090,Singapore,91.58
27150090,Singapore,7.11
28012000,Singapore,162.3
28030010,Singapore,21.29
28030020,Singapore,1419.13
28030090,Singapore,18.19
28042910,Singapore,1335.06
28042990,Singapore,313.89
28043000,Singapore,1.18
28044090,Singapore,11.38
28046100,Singapore,110.55
28046900,Singapore,82.58
28049000,Singapore,0
28051100,Singapore,854.67
28054000,Singapore,0
28061000,Singapore,8.52
28070010,Singapore,11.14
28080010,Singapore,0
28091000,Singapore,0
28092010,Singapore,4
28100010,Singapore,0
28100020,Singapore,554.25
28111990,Singapore,479.7
28112110,Singapore,0.05
28112190,Singapore,0
28112200,Singapore,19.15
28112940,Singapore,0
28112990,Singapore,58.53
28129000,Singapore,0
28142000,Singapore,10.36
28151110,Singapore,1.37
28151190,Singapore,6.78
28151200,Singapore,4.77
28152000,Singapore,1.02
28153000,Singapore,7.7
28161010,Singapore,0
28170010,Singapore,44.22
28181000,Singapore,0.01
28182010,Singapore,5.75
28182090,Singapore,184.22
28183000,Singapore,0.37
28191000,Singapore,0.31
28199000,Singapore,16.44
28209000,Singapore,9.16
28211010,Singapore,1.92
28220010,Singapore,0
28220020,Singapore,19.08
28230010,Singapore,96.72
28230090,Singapore,0
28251020,Singapore,0
28251090,Singapore,0.01
28252000,Singapore,0
28253090,Singapore,0.01
28255000,Singapore,63.68
28257090,Singapore,0
28259090,Singapore,69.85
28271000,Singapore,26.5
28272000,Singapore,194.78
28273100,Singapore,9.51
28273990,Singapore,0.24
28275110,Singapore,0
28275120,Singapore,1.03
28275990,Singapore,0.55
28276090,Singapore,0
28289090,Singapore,384.09
28309020,Singapore,4.71
28311020,Singapore,5.54
28331100,Singapore,28.6
28331920,Singapore,5.9
28332400,Singapore,48.02
28332700,Singapore,34.07
28332940,Singapore,146.51
28332990,Singapore,102.21
28333090,Singapore,0.09
28334000,Singapore,0.11
28341010,Singapore,18.31
28342920,Singapore,0
28342990,Singapore,0.96
28352200,Singapore,1.85
28352400,Singapore,26.31
28352690,Singapore,12.18
28352940,Singapore,40.07
28352990,Singapore,2.06
28353100,Singapore,0
28353900,Singapore,132.22
28362010,Singapore,644.65
28362020,Singapore,20.79
28363000,Singapore,1017.14
28365000,Singapore,9.58
28369100,Singapore,605.25
28369990,Singapore,5.38
28372020,Singapore,31.15
28391100,Singapore,1.42
28391900,Singapore,7.96
28399090,Singapore,0.04
28401900,Singapore,67.84
28402090,Singapore,530.98
28417020,Singapore,10.32
28419000,Singapore,105.74
28421000,Singapore,1.76
28429090,Singapore,10.69
28431010,Singapore,53.84
28431020,Singapore,3.85
28431090,Singapore,0
28432100,Singapore,1.86
28432900,Singapore,185.17
28433000,Singapore,36638.91
28439011,Singapore,4.32
28439012,Singapore,860.62
28439019,Singapore,55.07
28461090,Singapore,0
28469090,Singapore,5.94
28470000,Singapore,22.84
28492090,Singapore,0.33
28499010,Singapore,17.46
28499020,Singapore,19.24
28499090,Singapore,1.69
28500020,Singapore,3.25
28500049,Singapore,0
28531000,Singapore,0.27
28539010,Singapore,20.66
28539030,Singapore,0
28539040,Singapore,0
28539090,Singapore,23.36
29011000,Singapore,8551.46
29012100,Singapore,4750.97
29012300,Singapore,1053.02
29012910,Singapore,70.81
29012920,Singapore,129.25
29012990,Singapore,2243.03
29021900,Singapore,444.94
29023000,Singapore,53755
29024200,Singapore,0.01
29024300,Singapore,197372.71
29025000,Singapore,94782.89
29026000,Singapore,0
29027000,Singapore,0
29029010,Singapore,0.15
29029090,Singapore,23.63
29031200,Singapore,0
29031500,Singapore,1545.61
29031990,Singapore,0.02
29033919,Singapore,322.52
29033920,Singapore,911.55
29033990,Singapore,7.33
29037300,Singapore,15.4
29039910,Singapore,0.05
29039990,Singapore,26.6
29041010,Singapore,1.19
29041090,Singapore,81.63
29042090,Singapore,247.01
29043200,Singapore,0
29049970,Singapore,0
29049990,Singapore,0
29051100,Singapore,357.01
29051210,Singapore,13.14
29051220,Singapore,1427.49
29051300,Singapore,5328.22
29051430,Singapore,241.28
29051490,Singapore,9.46
29051620,Singapore,19809.45
29051690,Singapore,1277.13
29051700,Singapore,852.44
29051990,Singapore,38477.75
29052210,Singapore,483.55
29052220,Singapore,528.97
29052230,Singapore,559.11
29052240,Singapore,0.49
29052290,Singapore,1599.22
29052900,Singapore,637.8
29053100,Singapore,10610.07
29053200,Singapore,17676.15
29053910,Singapore,1.59
29053990,Singapore,659.31
29054100,Singapore,0.54
29054300,Singapore,28.29
29054400,Singapore,0
29054500,Singapore,176.68
29054900,Singapore,317.01
29055900,Singapore,0
29061100,Singapore,3940.57
29061310,Singapore,89.57
29061910,Singapore,0
29061990,Singapore,368.17
29062100,Singapore,7.65
29062910,Singapore,2.67
29062920,Singapore,0.96
29062990,Singapore,17.45
29071110,Singapore,4070.09
29071290,Singapore,196.24
29071940,Singapore,2511.62
29071950,Singapore,3235.88
29071990,Singapore,2413.72
29072200,Singapore,740.66
29072300,Singapore,4488.21
29072990,Singapore,596.1
29081900,Singapore,45.55
29089990,Singapore,0
29091900,Singapore,26.08
29092000,Singapore,21.24
29093019,Singapore,29.78
29093020,Singapore,0
29093090,Singapore,41.91
29094100,Singapore,33.65
29094300,Singapore,42.06
29094400,Singapore,57.44
29094900,Singapore,2479.69
29095010,Singapore,0.02
29095020,Singapore,491.22
29095090,Singapore,679.11
29096000,Singapore,75.25
29101000,Singapore,0
29102000,Singapore,13598.89
29103000,Singapore,0
29109000,Singapore,5.56
29110010,Singapore,4.68
29110090,Singapore,21.61
29121100,Singapore,0
29121910,Singapore,0
29121990,Singapore,1535.46
29122100,Singapore,0
29122910,Singapore,0.1
29122920,Singapore,18.87
29122990,Singapore,699.22
29124100,Singapore,1543.26
29124200,Singapore,1739.33
29124910,Singapore,0.75
29124920,Singapore,0.63
29124991,Singapore,0
29124999,Singapore,342.19
29126000,Singapore,0.06
29141100,Singapore,4091.25
29141200,Singapore,0
29141300,Singapore,263.02
29141910,Singapore,0
29141990,Singapore,1371.18
29142310,Singapore,118.82
29142320,Singapore,0
29142390,Singapore,225.62
29142910,Singapore,16.92
29142921,Singapore,0.01
29142990,Singapore,758.07
29143910,Singapore,60.14
29143930,Singapore,17.57
29143990,Singapore,94.86
29144000,Singapore,7.36
29145000,Singapore,62.98
29146200,Singapore,8.61
29146990,Singapore,0
29147990,Singapore,3107.91
29151100,Singapore,9.18
29151290,Singapore,4.63
29151300,Singapore,16.56
29152100,Singapore,50297.04
29152400,Singapore,2562.77
29152910,Singapore,0.3
29152990,Singapore,4.94
29153100,Singapore,1.94
29153200,Singapore,56555.18
29153300,Singapore,16243.31
29153910,Singapore,0
29153920,Singapore,0
29153930,Singapore,20.42
29153940,Singapore,1.6
29153960,Singapore,0
29153990,Singapore,492.83
29155000,Singapore,444.67
29156010,Singapore,12424.91
29156020,Singapore,1.94
29157010,Singapore,33.28
29157020,Singapore,71.53
29157030,Singapore,293.23
29157050,Singapore,0
29157090,Singapore,1322.28
29159010,Singapore,0.48
29159020,Singapore,75.53
29159030,Singapore,62.73
29159090,Singapore,1359.01
29161100,Singapore,3235.68
29161210,Singapore,0.63
29161290,Singapore,3618.79
29161310,Singapore,125.29
29161400,Singapore,48371.71
29161510,Singapore,0.13
29161590,Singapore,22.51
29161950,Singapore,0
29161990,Singapore,129.5
29162000,Singapore,2.86
29163110,Singapore,0.7
29163120,Singapore,0.7
29163130,Singapore,0.37
29163140,Singapore,4.41
29163190,Singapore,43.81
29163200,Singapore,9.72
29163910,Singapore,0.18
29163920,Singapore,0
29163950,Singapore,9.23
29163990,Singapore,627.45
29171120,Singapore,0.03
29171200,Singapore,0
29171300,Singapore,163.69
29171400,Singapore,0
29171910,Singapore,0.65
29171930,Singapore,0.35
29171940,Singapore,0.44
29171950,Singapore,0.02
29171990,Singapore,2.15
29172000,Singapore,0.46
29173200,Singapore,0
29173400,Singapore,217.12
29173500,Singapore,131.04
29173960,Singapore,210.95
29173990,Singapore,0.06
29181110,Singapore,308.11
29181120,Singapore,134.77
29181190,Singapore,26.7
29181200,Singapore,0
29181390,Singapore,0
29181400,Singapore,53.7
29181520,Singapore,7.07
29181590,Singapore,0
29181610,Singapore,15.13
29181690,Singapore,34.87
29181990,Singapore,2.22
29182190,Singapore,0
29182390,Singapore,17.61
29182910,Singapore,47.39
29182930,Singapore,1.58
29182990,Singapore,5864.59
29183010,Singapore,0
29183020,Singapore,2.73
29183090,Singapore,220.73
29189900,Singapore,773.7
29199090,Singapore,65.64
29201990,Singapore,0
29202990,Singapore,5161.02
29209099,Singapore,253.2
29211110,Singapore,0
29211190,Singapore,134.61
29211910,Singapore,0
29211990,Singapore,122.97
29212100,Singapore,756.23
29212200,Singapore,0
29212990,Singapore,4029.81
29213090,Singapore,139.98
29214390,Singapore,0.16
29214910,Singapore,35.07
29214990,Singapore,67.24
29215130,Singapore,0
29215190,Singapore,0.13
29215990,Singapore,1.2
29221110,Singapore,535.99
29221190,Singapore,8.17
29221200,Singapore,393.96
29221500,Singapore,785.63
29221800,Singapore,0
29221990,Singapore,253.56
29222190,Singapore,28.33
29222990,Singapore,41.38
29224100,Singapore,1104
29224210,Singapore,0.06
29224220,Singapore,5.4
29224290,Singapore,1908.67
29224910,Singapore,11.66
29224990,Singapore,1702.15
29225012,Singapore,0
29225090,Singapore,170.32
29231000,Singapore,12.18
29232010,Singapore,531.91
29232090,Singapore,10.31
29233000,Singapore,0.74
29239000,Singapore,74.5
29241900,Singapore,584.74
29242190,Singapore,6.31
29242990,Singapore,100.7
29251100,Singapore,2.08
29251900,Singapore,0
29252990,Singapore,19.49
29269000,Singapore,727.97
29270090,Singapore,38.15
29280090,Singapore,5.12
29291010,Singapore,800.68
29291090,Singapore,329.42
29299090,Singapore,0.08
29302000,Singapore,27.23
29304000,Singapore,33244.21
29309010,Singapore,0
29309070,Singapore,164.33
29309099,Singapore,359.47
29313900,Singapore,30.07
29319090,Singapore,541.76
29321100,Singapore,578.09
29321200,Singapore,0.48
29321300,Singapore,0.04
29321990,Singapore,54.13
29322090,Singapore,812.78
29329300,Singapore,39.96
29329900,Singapore,531.82
29331930,Singapore,0
29331990,Singapore,243.41
29332100,Singapore,7.52
29332990,Singapore,307.83
29333100,Singapore,0.75
29333917,Singapore,99.15
29333919,Singapore,4.41
29333990,Singapore,8.25
29334900,Singapore,7.57
29335990,Singapore,1621.1
29336100,Singapore,58.3
29336990,Singapore,6.44
29337900,Singapore,42.83
29339900,Singapore,1088.28
29341000,Singapore,1045.53
29342000,Singapore,0
29343000,Singapore,5.03
29349900,Singapore,2601.2
29359090,Singapore,4.51
29362100,Singapore,2039.42
29362210,Singapore,4368.57
29362290,Singapore,1071.02
29362310,Singapore,2646.16
29362390,Singapore,0
29362400,Singapore,2997.28
29362500,Singapore,1445.54
29362610,Singapore,66.64
29362690,Singapore,51.44
29362700,Singapore,1948.74
29362800,Singapore,3353.78
29362910,Singapore,1021.45
29362920,Singapore,392.94
29362930,Singapore,890.11
29362940,Singapore,347.46
29362950,Singapore,670.4
29362990,Singapore,1258.24
29369000,Singapore,2703.97
29371900,Singapore,1.1
29372100,Singapore,615.87
29372200,Singapore,480.23
29372300,Singapore,166.63
29372900,Singapore,730.22
29379020,Singapore,1.6
29379090,Singapore,700.9
29389090,Singapore,155.47
29391900,Singapore,0.09
29392030,Singapore,10.2
29392090,Singapore,42.58
29393000,Singapore,1.44
29397900,Singapore,13.37
29398000,Singapore,0.03
29400000,Singapore,55.93
29411090,Singapore,2.01
29412090,Singapore,3.19
29413010,Singapore,0
29415000,Singapore,8.19
29419019,Singapore,145.72
29419030,Singapore,5.58
29419040,Singapore,0.73
29419050,Singapore,2.58
29419090,Singapore,33.45
29420011,Singapore,0
29420012,Singapore,14.08
29420014,Singapore,0.43
29420016,Singapore,30.52
29420034,Singapore,0
29420090,Singapore,1357.15
30021290,Singapore,63.59
30021310,Singapore,0
30021410,Singapore,24.47
30021500,Singapore,92.66
30021900,Singapore,56.86
30022019,Singapore,0
30022029,Singapore,0.28
30023000,Singapore,52.41
30029010,Singapore,16.06
30029030,Singapore,3725.8
30029090,Singapore,998.68
30032000,Singapore,0.2
30039021,Singapore,0.02
30039090,Singapore,0
30041030,Singapore,48.4
30041090,Singapore,315.42
30042019,Singapore,0.23
30042099,Singapore,14.63
30043190,Singapore,0
30043990,Singapore,97.89
30044990,Singapore,10.93
30046000,Singapore,0
30049011,Singapore,190.01
30049029,Singapore,2.42
30049039,Singapore,0
30049099,Singapore,25569.06
30051020,Singapore,123.9
30051090,Singapore,967.01
30059030,Singapore,7.32
30059040,Singapore,0.03
30059050,Singapore,346.5
30059090,Singapore,24.81
30061010,Singapore,15.65
30061020,Singapore,0
30062000,Singapore,68
30063000,Singapore,523.18
30064000,Singapore,119.94
30065000,Singapore,0.58
30066010,Singapore,0
30067000,Singapore,1.04
30069100,Singapore,413.47
31021000,Singapore,0.14
31022100,Singapore,53.89
31023000,Singapore,4143.62
31024000,Singapore,0.07
31026000,Singapore,247.35
31029090,Singapore,2.15
31042000,Singapore,0
31043000,Singapore,676.27
31049000,Singapore,1.85
31052000,Singapore,31.27
31054000,Singapore,244.83
31055900,Singapore,0
31059010,Singapore,0
31059090,Singapore,34.92
32011000,Singapore,32.12
32019010,Singapore,942.22
32019090,Singapore,0.05
32021000,Singapore,56.39
32029010,Singapore,37.5
32029020,Singapore,15.18
32029030,Singapore,45.81
32029090,Singapore,28.18
32030020,Singapore,6.12
32030090,Singapore,661.48
32041119,Singapore,184.54
32041129,Singapore,49.2
32041133,Singapore,1.78
32041139,Singapore,193.7
32041142,Singapore,0.52
32041149,Singapore,27.21
32041156,Singapore,1.31
32041159,Singapore,1246.7
32041192,Singapore,0.67
32041193,Singapore,157.65
32041196,Singapore,65.65
32041199,Singapore,126.84
32041211,Singapore,7.07
32041212,Singapore,5.16
32041213,Singapore,61.83
32041214,Singapore,0
32041215,Singapore,64.36
32041216,Singapore,1.49
32041217,Singapore,2.71
32041218,Singapore,32.99
32041219,Singapore,30.61
32041229,Singapore,5.78
32041259,Singapore,20.81
32041261,Singapore,0.32
32041262,Singapore,0
32041264,Singapore,1.28
32041267,Singapore,0
32041269,Singapore,0.62
32041291,Singapore,3.81
32041293,Singapore,3.7
32041294,Singapore,1.18
32041295,Singapore,0.44
32041299,Singapore,0.63
32041310,Singapore,0
32041329,Singapore,26.36
32041339,Singapore,6.41
32041359,Singapore,17.15
32041391,Singapore,2.6
32041419,Singapore,3.42
32041429,Singapore,0.54
32041439,Singapore,0
32041440,Singapore,1.96
32041470,Singapore,2.89
32041485,Singapore,143.6
32041488,Singapore,0.57
32041490,Singapore,0.01
32041511,Singapore,67.13
32041519,Singapore,255.96
32041529,Singapore,69.71
32041531,Singapore,1.14
32041539,Singapore,16.18
32041549,Singapore,0.81
32041551,Singapore,12162.8
32041552,Singapore,0
32041554,Singapore,107.01
32041558,Singapore,197.3
32041559,Singapore,15206.09
32041569,Singapore,11.31
32041571,Singapore,0.67
32041572,Singapore,1.11
32041579,Singapore,132.22
32041589,Singapore,331.35
32041599,Singapore,465.33
32041610,Singapore,46.7
32041620,Singapore,9.98
32041630,Singapore,198.8
32041640,Singapore,0.99
32041650,Singapore,769.85
32041660,Singapore,22.99
32041670,Singapore,0
32041680,Singapore,228.52
32041690,Singapore,686.36
32041719,Singapore,67.58
32041720,Singapore,0
32041739,Singapore,0.64
32041740,Singapore,0
32041751,Singapore,4.15
32041759,Singapore,32.06
32041761,Singapore,0
32041769,Singapore,0
32041780,Singapore,14.17
32041790,Singapore,16.93
32041951,Singapore,5.25
32041952,Singapore,0.39
32041954,Singapore,55.41
32041955,Singapore,0
32041958,Singapore,0.04
32041959,Singapore,0
32041964,Singapore,0
32041969,Singapore,1.94
32041971,Singapore,7.67
32041972,Singapore,0
32041973,Singapore,30.55
32041974,Singapore,5.5
32041975,Singapore,14.44
32041976,Singapore,3.03
32041978,Singapore,1.34
32041979,Singapore,1.77
32041990,Singapore,296.86
32042010,Singapore,39.45
32042090,Singapore,29.05
32049000,Singapore,71.94
32050000,Singapore,0
32061110,Singapore,11718.48
32061190,Singapore,4866
32061900,Singapore,665.28
32062000,Singapore,2.73
32064100,Singapore,1.97
32064940,Singapore,0.55
32064990,Singapore,437.8
32071030,Singapore,57.43
32071040,Singapore,3.97
32071090,Singapore,4.46
32073000,Singapore,10977.53
32074000,Singapore,0.05
32081010,Singapore,3.96
32081020,Singapore,0
32081030,Singapore,14.3
32081090,Singapore,64.57
32082010,Singapore,0.28
32082020,Singapore,0
32082030,Singapore,4.72
32082090,Singapore,614.71
32089019,Singapore,299.27
32089029,Singapore,3.67
32089030,Singapore,0
32089049,Singapore,0.14
32089090,Singapore,1101.36
32091010,Singapore,8.78
32091090,Singapore,239.34
32099020,Singapore,30.53
32099090,Singapore,1489.24
32100020,Singapore,11.83
32100090,Singapore,186.71
32110000,Singapore,7.07
32121000,Singapore,0
32129020,Singapore,3.65
32129030,Singapore,103.51
32129090,Singapore,430.5
32131000,Singapore,3.23
32139000,Singapore,0.74
32141000,Singapore,426.74
32149010,Singapore,36.48
32149020,Singapore,0
32149090,Singapore,970.62
32151110,Singapore,0.57
32151140,Singapore,36.37
32151190,Singapore,7889.57
32151910,Singapore,2603.39
32151940,Singapore,8.42
32151990,Singapore,11788.03
32159010,Singapore,0.34
32159090,Singapore,1034.76
33011200,Singapore,422.06
33011300,Singapore,295
33011910,Singapore,0
33011990,Singapore,245.66
33012400,Singapore,9.01
33012510,Singapore,18.05
33012540,Singapore,0.02
33012590,Singapore,127.34
33012911,Singapore,1.83
33012913,Singapore,2.39
33012914,Singapore,4.63
33012915,Singapore,6.38
33012916,Singapore,0.54
33012917,Singapore,0.78
33012918,Singapore,2.48
33012921,Singapore,196.28
33012922,Singapore,5.21
33012924,Singapore,0.24
33012925,Singapore,7.68
33012926,Singapore,0.32
33012928,Singapore,0.35
33012932,Singapore,0.17
33012934,Singapore,2496.55
33012936,Singapore,0.6
33012937,Singapore,8.22
33012938,Singapore,9.76
33012942,Singapore,4.58
33012943,Singapore,3.38
33012944,Singapore,0
33012945,Singapore,11.92
33012946,Singapore,0.29
33012947,Singapore,1.23
33012950,Singapore,63.04
33012990,Singapore,381.54
33013091,Singapore,29.67
33013099,Singapore,17.33
33019012,Singapore,4.91
33019013,Singapore,0.19
33019014,Singapore,0
33019029,Singapore,1.6
33019031,Singapore,0
33019049,Singapore,4.1
33019059,Singapore,16.59
33019079,Singapore,31.69
33019090,Singapore,17.33
33021010,Singapore,457.55
33021090,Singapore,1975.41
33029011,Singapore,3782.93
33029012,Singapore,21.37
33029019,Singapore,984.24
33029090,Singapore,2271.86
33030010,Singapore,252.66
33030040,Singapore,0.73
33030050,Singapore,0
33030090,Singapore,3943.75
33041000,Singapore,289.61
33042000,Singapore,596.74
33043000,Singapore,0
33049110,Singapore,28.19
33049190,Singapore,371
33049910,Singapore,52.29
33049920,Singapore,1.12
33049930,Singapore,529.33
33049940,Singapore,0
33049950,Singapore,0
33049990,Singapore,2648.93
33051010,Singapore,0.72
33051090,Singapore,181.2
33059019,Singapore,13.84
33059030,Singapore,0.42
33059040,Singapore,0
33059090,Singapore,88.66
33061020,Singapore,0
33062000,Singapore,13.31
33069000,Singapore,103.42
33071010,Singapore,13.63
33071090,Singapore,20.69
33072000,Singapore,487.71
33073090,Singapore,459.08
33074100,Singapore,20.36
33074900,Singapore,19.98
33079090,Singapore,345.06
34011120,Singapore,0
34011190,Singapore,21.28
34011990,Singapore,80.98
34012000,Singapore,471.98
34013011,Singapore,0.84
34013019,Singapore,119.81
34013090,Singapore,512.56
34021110,Singapore,1.48
34021190,Singapore,207.99
34021200,Singapore,80.27
34021300,Singapore,2632.93
34021900,Singapore,848.78
34022010,Singapore,34.63
34022020,Singapore,14.53
34022090,Singapore,225.78
34029011,Singapore,342.38
34029012,Singapore,45.04
34029019,Singapore,1006.18
34029030,Singapore,4.13
34029041,Singapore,1.09
34029042,Singapore,0
34029049,Singapore,106.61
34029051,Singapore,4.42
34029059,Singapore,9.57
34029091,Singapore,1.94
34029092,Singapore,47.03
34029099,Singapore,900.76
34031100,Singapore,17.03
34031900,Singapore,3773.49
34039100,Singapore,54.73
34039900,Singapore,8535.28
34042000,Singapore,1.64
34049020,Singapore,413.68
34049039,Singapore,61.5
34049090,Singapore,2005.13
34051000,Singapore,13.4
34052000,Singapore,1.88
34053000,Singapore,50.69
34054000,Singapore,0.94
34059010,Singapore,4.72
34059090,Singapore,351.47
34060010,Singapore,3.16
34060090,Singapore,2.2
34070090,Singapore,28.6
35011000,Singapore,194.76
35019000,Singapore,588.85
35022000,Singapore,29.35
35029000,Singapore,23.39
35030010,Singapore,0
35030090,Singapore,41.92
35040010,Singapore,54.96
35040099,Singapore,50.7
35051010,Singapore,16.08
35051090,Singapore,373.43
35052000,Singapore,0
35061000,Singapore,600.87
35069110,Singapore,101.75
35069190,Singapore,2362.76
35069910,Singapore,0.21
35069991,Singapore,0
35069999,Singapore,2058.95
35071099,Singapore,0
35079010,Singapore,518.61
35079062,Singapore,20.71
35079069,Singapore,771.6
35079079,Singapore,922.35
35079091,Singapore,5.84
35079099,Singapore,1674.15
36020010,Singapore,0
36030020,Singapore,1.2
37011010,Singapore,248.42
37011090,Singapore,0.25
37012000,Singapore,1.59
37013000,Singapore,40.67
37019190,Singapore,6.88
37019990,Singapore,230.45
37021000,Singapore,1.27
37023190,Singapore,10.34
37023290,Singapore,1.64
37023910,Singapore,0
37023990,Singapore,146.88
37024290,Singapore,4.91
37024390,Singapore,28.58
37024490,Singapore,16.34
37025300,Singapore,5.93
37029619,Singapore,2.4
37029719,Singapore,0
37029890,Singapore,18.72
37039010,Singapore,5.4
37040090,Singapore,8.96
37050000,Singapore,0
37061051,Singapore,0
37071000,Singapore,19.91
37079010,Singapore,1365.76
37079090,Singapore,1150.52
38011000,Singapore,0
38012000,Singapore,50.8
38019000,Singapore,0.19
38021000,Singapore,57.32
38029019,Singapore,367.16
38029020,Singapore,25
38040010,Singapore,42.48
38040090,Singapore,0.11
38051020,Singapore,1487.47
38059090,Singapore,0.44
38061010,Singapore,1741.35
38061090,Singapore,194.21
38062000,Singapore,0
38069090,Singapore,4.55
38070010,Singapore,2.33
38070020,Singapore,0
38089191,Singapore,3.81
38089199,Singapore,19110.18
38089290,Singapore,729.91
38089340,Singapore,2.93
38089390,Singapore,54.81
38089400,Singapore,73.4
38089990,Singapore,2121.61
38099110,Singapore,5.85
38099170,Singapore,36.66
38099190,Singapore,1937.48
38099200,Singapore,2671.52
38099310,Singapore,10.09
38099390,Singapore,2266.21
38101010,Singapore,917.65
38101090,Singapore,204.42
38109010,Singapore,9.29
38109090,Singapore,1255.19
38111100,Singapore,0
38111900,Singapore,4109.61
38112100,Singapore,52677.9
38112900,Singapore,3389.05
38119000,Singapore,12272.73
38121000,Singapore,259.36
38122010,Singapore,192.26
38122090,Singapore,16.98
38123100,Singapore,167.26
38123910,Singapore,504.56
38123930,Singapore,0
38123990,Singapore,3780.88
38130000,Singapore,38.78
38140010,Singapore,2484.14
38140020,Singapore,171.39
38151210,Singapore,0
38151290,Singapore,26.13
38151900,Singapore,2915.69
38159000,Singapore,4696.39
38160000,Singapore,250.04
38170011,Singapore,65.51
38170019,Singapore,810.01
38180010,Singapore,72.64
38180090,Singapore,363.1
38190010,Singapore,836.82
38190090,Singapore,72.52
38200000,Singapore,488.68
38210000,Singapore,4048.03
38220011,Singapore,0.03
38220012,Singapore,0
38220019,Singapore,7517.17
38220090,Singapore,21825.97
38231100,Singapore,67.1
38231119,Singapore,0
38231190,Singapore,0
38231200,Singapore,1784.2
38231300,Singapore,0.85
38231900,Singapore,1722.72
38237020,Singapore,4573.4
38237090,Singapore,5592.15
38241000,Singapore,138.25
38243000,Singapore,82.73
38244010,Singapore,0.4
38244090,Singapore,698.32
38245090,Singapore,764.64
38247800,Singapore,0
38247900,Singapore,44.56
38249100,Singapore,64.98
38249911,Singapore,0.1
38249912,Singapore,2.59
38249913,Singapore,12.51
38249914,Singapore,0
38249915,Singapore,87.4
38249916,Singapore,0
38249917,Singapore,28.5
38249921,Singapore,3847.18
38249922,Singapore,143.91
38249924,Singapore,0
38249925,Singapore,12.66
38249926,Singapore,2388.58
38249938,Singapore,0.33
38249990,Singapore,38130.15
38255000,Singapore,2.09
38259000,Singapore,12.05
38260000,Singapore,0
39011010,Singapore,33798.38
39011090,Singapore,29453.9
39012000,Singapore,31907.34
39013000,Singapore,4798.9
39014000,Singapore,127598
39019010,Singapore,0
39019090,Singapore,32932.54
39021000,Singapore,98573.92
39022000,Singapore,253.69
39023000,Singapore,91269.32
39029000,Singapore,5804.55
39031100,Singapore,0.44
39031910,Singapore,0
39031990,Singapore,2108.84
39032000,Singapore,100.02
39033000,Singapore,1493.66
39039090,Singapore,1646.45
39041020,Singapore,365.55
39041090,Singapore,2986.8
39042100,Singapore,92.89
39042190,Singapore,0
39042200,Singapore,953.37
39042210,Singapore,0
39042290,Singapore,0
39043090,Singapore,629.96
39044000,Singapore,16.36
39045090,Singapore,109.19
39046100,Singapore,11.67
39046990,Singapore,2249.94
39049000,Singapore,54.37
39051220,Singapore,0.86
39051290,Singapore,13.85
39051990,Singapore,183.17
39052100,Singapore,10162.22
39052900,Singapore,18264.47
39053000,Singapore,10730.69
39059100,Singapore,4970.82
39059910,Singapore,1030.62
39059990,Singapore,2966.37
39061010,Singapore,69.56
39061090,Singapore,7650.38
39069010,Singapore,701.14
39069020,Singapore,132.1
39069090,Singapore,18175.27
39071000,Singapore,5552.46
39072010,Singapore,35069.81
39072090,Singapore,18797.71
39073010,Singapore,227.39
39073090,Singapore,699.65
39074000,Singapore,4817.17
39075000,Singapore,0.06
39076100,Singapore,313.32
39076910,Singapore,0
39076990,Singapore,2926.49
39077000,Singapore,0
39079110,Singapore,0
39079120,Singapore,307.28
39079130,Singapore,3.45
39079140,Singapore,0
39079150,Singapore,33.07
39079190,Singapore,3705.02
39079910,Singapore,15.29
39079920,Singapore,73.65
39079990,Singapore,13351.17
39081010,Singapore,2134.9
39081090,Singapore,3270.56
39089010,Singapore,0
39089020,Singapore,848.76
39089090,Singapore,1238.88
39091010,Singapore,27.71
39091090,Singapore,144.84
39092010,Singapore,202.54
39092090,Singapore,28.53
39093100,Singapore,538.36
39093990,Singapore,134.41
39094010,Singapore,104.85
39094020,Singapore,549.19
39094090,Singapore,1036.09
39095000,Singapore,51636.34
39100010,Singapore,28.52
39100020,Singapore,254.41
39100090,Singapore,316.11
39111010,Singapore,23.26
39111090,Singapore,3632.88
39119010,Singapore,10.57
39119090,Singapore,985.76
39121190,Singapore,0.22
39123100,Singapore,387.78
39123919,Singapore,1.67
39123921,Singapore,0
39123922,Singapore,1949.32
39123929,Singapore,1586.94
39129020,Singapore,0.19
39129090,Singapore,76.69
39131090,Singapore,15.42
39139011,Singapore,0
39139019,Singapore,4.68
39139020,Singapore,0.39
39139030,Singapore,0.45
39139090,Singapore,1422.36
39140010,Singapore,269.11
39140020,Singapore,14.49
39140090,Singapore,3431.89
39153090,Singapore,40.28
39159090,Singapore,0
39161010,Singapore,26.04
39161090,Singapore,0
39162019,Singapore,269.97
39162099,Singapore,5.77
39169010,Singapore,0.3
39169024,Singapore,4.53
39169027,Singapore,7.99
